bid,uid,buy_date
75143,101598,2022-04-03
11427,95599,2022-05-04
90756,139163,2022-06-24
50401,644735,2022-04-16
44273,144859,2022-07-08
66263,672821,2022-04-16
12460,901105,2022-10-27
18428,657249,2022-04-05
80088,825433,2022-03-26
59031,545798,2022-07-03
98784,631823,2022-02-28
68147,217247,2022-06-12
76874,311052,2022-05-13
77481,422939,2022-12-03
53838,969148,2022-05-07
26829,715279,2022-07-14
69972,82031,2022-09-27
16787,124013,2022-11-05
2437,790601,2022-04-13
28438,985677,2022-01-12
43650,934449,2022-09-22
83914,981786,2022-11-25
26638,1571,2022-07-20
85083,336713,2022-02-13
29817,972856,2022-06-02
5328,121439,2022-08-20
42501,160410,2022-03-04
54274,32294,2022-06-06
54075,208124,2022-02-20
89961,218327,2022-10-25
97672,471598,2022-08-21
51487,645621,2022-03-25
88052,557713,2022-03-18
4153,889407,2022-04-01
61036,285327,2022-09-07
98792,944023,2022-05-28
38016,172633,2022-10-22
94563,601238,2022-02-01
97295,97284,2022-08-02
71336,528726,2022-06-05
18005,157947,2022-04-19
12308,165652,2022-01-07
64031,913899,2022-05-12
93982,837367,2022-01-04
71661,692819,2022-03-15
43548,186808,2022-07-09
67736,927749,2022-06-16
50626,744821,2022-09-21
95861,788001,2022-04-04
95971,608915,2022-11-18
78503,565104,2022-01-14
8395,196763,2022-03-22
19205,250061,2022-04-12
88277,588965,2022-01-25
31169,757215,2022-03-24
24466,913624,2022-07-24
83098,923630,2022-11-21
46357,757329,2022-12-24
49377,513324,2022-09-29
24019,119989,2022-01-28
66262,221323,2022-06-29
66354,132646,2022-03-24
65143,867078,2022-09-20
8708,994580,2022-04-02
90128,610666,2022-11-07
25262,397523,2022-09-15
35884,733709,2022-06-15
76507,856567,2022-02-21
8110,432248,2022-04-15
2341,517806,2022-09-12
21973,649417,2022-10-12
12762,122635,2022-10-27
59442,193956,2022-08-19
88635,215194,2022-07-04
65929,55365,2022-04-16
78717,214804,2022-11-30
93597,979727,2022-08-09
74192,367272,2022-03-14
75445,388094,2022-06-13
80062,615966,2022-02-15
15356,97270,2022-11-14
65113,601049,2022-11-22
92027,402428,2022-04-16
61540,274992,2022-04-05
16009,963999,2022-02-20
21011,743834,2022-01-13
78401,341652,2022-01-26
20160,419239,2022-08-07
60428,638500,2022-12-28
4606,405635,2022-06-14
11638,377227,2022-12-29
46142,968585,2022-05-09
7049,100165,2022-07-29
11043,459545,2022-12-01
83083,548227,2022-07-10
62487,126646,2022-11-08
24606,448308,2022-09-02
68020,855589,2022-11-17
38682,673477,2022-05-14
24579,574786,2022-11-04
97490,651631,2022-04-11
64742,501468,2022-03-02
55021,313537,2022-12-06
12456,95657,2022-12-22
70258,55709,2022-02-16
39381,859096,2022-06-13
61826,345427,2022-04-11
34421,456353,2022-01-13
26146,561882,2022-11-25
98335,322890,2022-07-16
56546,431348,2022-10-17
32557,870907,2022-05-10
73672,225374,2022-05-20
75573,241597,2022-10-30
68701,478387,2022-03-25
56868,986428,2022-07-17
36043,214407,2022-10-05
92495,167902,2022-03-25
48166,896422,2022-09-19
83978,654549,2022-03-28
9869,386997,2022-08-28
43592,820680,2022-03-18
16107,882152,2022-09-29
26771,684989,2022-12-23
83539,134989,2022-01-24
76338,624845,2022-03-06
97491,628047,2022-04-20
14931,455477,2022-04-18
27140,170191,2022-02-28
20896,184931,2022-08-07
34561,962474,2022-08-18
51571,405606,2022-10-30
56844,459730,2022-02-22
96400,206379,2022-09-27
96158,587369,2022-05-17
63665,437693,2022-06-14
94836,461598,2022-11-12
21366,463524,2022-01-17
98151,25377,2022-10-27
67940,656074,2022-09-25
89404,812814,2022-10-22
17467,387857,2022-02-17
63639,74289,2022-06-06
51900,970932,2022-10-24
53842,427369,2022-03-03
75669,122582,2022-11-13
73153,942536,2022-06-15
91348,281720,2022-09-29
14707,485672,2022-07-27
20313,34559,2022-05-12
37131,957691,2022-09-10
81125,540850,2022-04-15
4630,746853,2022-06-24
59764,287453,2022-12-13
33082,57622,2022-06-04
55422,499940,2022-04-29
29172,125421,2022-02-13
90753,245833,2022-01-04
52103,111050,2022-07-19
70250,130211,2022-09-16
77935,221814,2022-08-15
58796,246633,2022-01-26
63832,119532,2022-02-10
92942,235989,2022-09-18
713,713124,2022-03-04
54988,579821,2022-02-03
57708,266925,2022-09-07
29518,326106,2022-02-04
43583,59367,2022-09-26
30801,247751,2022-07-04
63501,848723,2022-08-26
55047,562130,2022-04-19
18621,630966,2022-10-22
25824,648373,2022-07-11
42870,737968,2022-03-02
80356,320142,2022-09-15
74667,801273,2022-12-11
40708,129470,2022-07-05
22940,592736,2022-09-24
24957,918206,2022-10-13
73412,915245,2022-01-19
34311,91016,2022-02-08
79608,43567,2022-06-22
82461,199959,2022-08-28
37931,358659,2022-09-06
74541,205481,2022-05-11
96346,667827,2022-07-22
93587,734359,2022-03-16
53983,542,2022-09-29
99664,295424,2022-10-23
85930,19644,2022-08-27
56355,58292,2022-12-03
65938,135269,2022-09-16
666,525095,2022-01-08
61547,750660,2022-04-05
1870,656145,2022-09-26
54389,78663,2022-09-04
85582,223794,2022-03-11
38130,586626,2022-08-26
96757,924454,2022-03-02
51780,196097,2022-04-12
37583,284660,2022-05-08
10101,202628,2022-04-08
84416,526793,2022-08-07
69313,63342,2022-05-28
33406,934551,2022-10-07
76427,240137,2022-06-28
21026,126820,2022-07-11
87991,241115,2022-10-16
66871,130116,2022-07-28
38262,856055,2022-06-10
85537,120108,2022-10-18
40043,618508,2022-04-06
79610,607257,2022-09-17
2052,29466,2022-09-12
66890,410374,2022-06-14
98442,518845,2022-08-25
32264,929177,2022-09-04
8966,296038,2022-02-26
42255,361537,2022-06-29
88294,505962,2022-10-12
67318,269980,2022-07-02
37128,915004,2022-12-11
15879,892661,2022-09-15
7849,231139,2022-08-21
4150,965737,2022-02-21
28400,989748,2022-05-30
70238,234612,2022-09-11
39289,599606,2022-03-20
75246,347930,2022-08-06
49310,78368,2022-09-12
80804,852468,2022-03-17
3034,300495,2022-03-27
21863,265049,2022-06-07
55971,202653,2022-08-19
30883,45966,2022-07-04
39337,701608,2022-06-13
71885,200198,2022-02-13
19711,409075,2022-05-10
18609,204983,2022-03-09
2228,591970,2022-06-02
39057,283626,2022-12-13
27542,466051,2022-02-06
99483,413701,2022-10-01
94616,45079,2022-10-01
79488,323445,2022-08-11
92082,170791,2022-08-22
23255,187062,2022-01-22
41197,56822,2022-11-28
40981,288645,2022-01-30
80329,606460,2022-02-24
32993,823341,2022-06-27
93863,354955,2022-08-06
50959,68895,2022-01-29
50594,66506,2022-06-01
82033,627803,2022-06-07
78326,313309,2022-06-06
86221,206402,2022-04-04
71115,770726,2022-01-08
59204,172445,2022-03-16
71378,749996,2022-01-20
94590,309041,2022-10-30
59,613754,2022-04-19
51547,128445,2022-02-19
43789,859816,2022-02-13
75146,905268,2022-02-03
11380,791664,2022-12-03
85937,154554,2022-08-30
85723,864303,2022-06-04
12892,705991,2022-09-14
30292,272910,2022-02-10
44004,949081,2022-04-14
29798,583835,2022-05-18
76842,946511,2022-03-15
83011,810345,2022-09-30
65841,94164,2022-10-04
99463,253982,2022-03-03
14835,344095,2022-10-13
86385,522666,2022-06-23
24299,621244,2022-06-03
21722,23670,2022-03-24
64315,457018,2022-11-18
40665,601179,2022-08-30
79400,93179,2022-09-30
25038,530256,2022-07-02
75970,247019,2022-04-26
26829,443711,2022-09-18
38476,306368,2022-08-08
50231,922755,2022-02-25
27577,513317,2022-10-03
49045,876409,2022-12-25
88689,526784,2022-03-02
97191,746044,2022-03-21
52939,938655,2022-02-27
98568,322478,2022-10-07
18608,825212,2022-08-24
16869,404612,2022-12-30
81769,717487,2022-06-05
54069,161189,2022-08-12
58407,58431,2022-12-20
1770,988318,2022-04-12
64141,16936,2022-08-08
131,727579,2022-04-27
61951,702680,2022-05-03
34519,466740,2022-06-19
56532,424642,2022-08-16
3807,784973,2022-09-06
73852,405442,2022-05-11
57022,934478,2022-08-24
76435,111783,2022-12-20
40086,80567,2022-07-19
67100,289898,2022-08-26
50095,503053,2022-12-17
62239,780007,2022-07-11
78808,506369,2022-03-30
30076,173509,2022-03-27
32433,871445,2022-02-10
79015,796449,2022-07-13
7562,771094,2022-12-17
75883,434153,2022-11-30
47506,438086,2022-10-22
39717,938724,2022-03-03
40387,296036,2022-09-04
20615,156689,2022-02-15
82808,115047,2022-10-20
29029,844657,2022-05-29
60024,489853,2022-01-27
70641,583728,2022-09-07
15878,916407,2022-09-25
29403,27189,2022-12-02
61713,405177,2022-11-28
71962,173375,2022-05-24
52050,97954,2022-02-03
98079,89895,2022-04-10
66507,747740,2022-04-26
5652,631543,2022-01-09
5130,750301,2022-06-20
14379,196501,2022-07-17
72889,350965,2022-05-16
89595,84130,2022-11-06
84442,965902,2022-04-13
16718,850679,2022-06-24
26553,540200,2022-04-15
96644,103689,2022-03-08
2575,459044,2022-09-08
20369,748157,2022-12-30
21047,933808,2022-04-01
89256,762693,2022-12-01
7507,675550,2022-07-24
29021,691619,2022-05-26
58848,936062,2022-08-11
44713,699473,2022-04-08
58559,737688,2022-04-05
7678,168030,2022-09-21
97133,791112,2022-11-11
64319,590089,2022-06-17
18584,808885,2022-06-21
3140,839800,2022-06-10
44772,872985,2022-09-23
17992,18348,2022-01-01
45367,814991,2022-07-18
16591,791521,2022-08-23
59203,869860,2022-09-07
99780,53149,2022-02-11
58363,519293,2022-01-30
99668,281380,2022-01-01
4778,628607,2022-12-18
89479,283112,2022-07-22
90835,24271,2022-04-28
19187,450392,2022-10-11
59902,791258,2022-02-25
52996,12661,2022-07-15
42154,453243,2022-07-21
3066,460289,2022-02-03
46189,794016,2022-11-29
30208,290998,2022-02-01
7698,828023,2022-11-30
89574,55664,2022-06-02
15114,342878,2022-02-06
83990,211231,2022-01-26
45426,213098,2022-02-20
82837,375175,2022-01-30
12469,800946,2022-09-06
41604,326071,2022-04-01
60447,35003,2022-03-08
65141,165124,2022-03-13
58716,431518,2022-04-02
80615,864872,2022-04-21
10679,691308,2022-05-07
9849,346096,2022-09-18
81997,820676,2022-10-04
70266,373304,2022-02-19
25468,720108,2022-03-05
7531,619100,2022-11-11
90614,533734,2022-08-15
42878,594091,2022-01-05
67556,681625,2022-04-21
18018,885375,2022-06-17
6742,705408,2022-10-08
57321,882064,2022-12-06
45000,450613,2022-12-02
89901,649785,2022-06-13
30798,909322,2022-09-05
53050,31011,2022-09-22
45569,987235,2022-11-08
23472,476775,2022-06-04
47133,722651,2022-09-20
7950,234263,2022-12-26
40768,938827,2022-04-25
26191,477065,2022-06-03
15760,959035,2022-05-29
24421,353944,2022-02-01
13753,901969,2022-05-30
35978,417939,2022-03-22
88739,873977,2022-04-01
2306,304756,2022-10-15
29335,830177,2022-09-29
5577,276201,2022-09-04
79637,910357,2022-04-19
41561,141584,2022-02-12
56548,2680,2022-08-29
6657,462229,2022-12-01
18927,926397,2022-12-21
15548,155235,2022-03-13
26041,596203,2022-06-29
28243,583378,2022-05-17
6098,150820,2022-03-28
24108,565885,2022-04-05
38590,422609,2022-03-30
80106,628888,2022-08-04
88327,528030,2022-10-03
97200,883290,2022-12-14
77713,22785,2022-05-02
40833,240512,2022-12-10
47569,963017,2022-02-17
91516,638610,2022-09-02
98311,382901,2022-12-24
99837,328074,2022-09-06
88900,161659,2022-03-18
92414,638323,2022-12-18
64678,425328,2022-04-30
39572,523940,2022-08-01
47246,313894,2022-04-12
46855,3550,2022-12-09
69102,717699,2022-09-26
73896,697460,2022-08-22
71548,764463,2022-09-12
1842,738515,2022-10-26
44033,213335,2022-06-01
28457,262982,2022-08-13
39315,778537,2022-04-03
7254,266768,2022-01-09
86486,173828,2022-09-15
69304,777525,2022-07-29
68546,8513,2022-03-18
73998,148714,2022-06-20
46129,618169,2022-12-06
57106,866906,2022-01-26
94597,492199,2022-12-09
82747,280862,2022-02-01
69812,27587,2022-11-04
4829,26505,2022-05-15
38946,104709,2022-06-23
2701,667898,2022-01-18
26201,997533,2022-05-27
83202,77192,2022-11-03
33110,23667,2022-12-03
34240,971358,2022-08-09
40908,178577,2022-08-05
23278,221618,2022-12-30
30764,223459,2022-06-21
38829,939128,2022-06-03
2100,960043,2022-07-16
86183,575841,2022-08-23
46481,766719,2022-04-20
69711,889232,2022-07-18
7654,822416,2022-01-09
57192,998488,2022-06-21
75437,372884,2022-10-26
25171,813629,2022-08-28
15135,356203,2022-06-06
43672,203468,2022-07-29
80896,511535,2022-02-18
82389,540108,2022-06-13
4,441786,2022-03-26
81335,525102,2022-01-14
79174,78952,2022-06-30
30321,469446,2022-06-20
21279,969333,2022-05-14
53586,758124,2022-01-04
26304,968917,2022-08-09
23749,904925,2022-04-25
63146,836483,2022-11-12
35535,167087,2022-07-09
72379,182968,2022-02-11
76417,541237,2022-07-10
63036,877563,2022-01-25
12366,744143,2022-03-27
36345,804255,2022-07-19
15190,141060,2022-04-06
90000,634017,2022-05-09
60717,232016,2022-07-06
68576,838297,2022-03-22
11186,312182,2022-12-17
73148,585469,2022-02-04
91870,409362,2022-10-26
67558,362399,2022-09-28
94099,703967,2022-04-11
29695,908903,2022-08-26
98111,227313,2022-08-24
25026,362919,2022-12-23
6155,144331,2022-07-01
27692,233174,2022-04-12
95275,255217,2022-08-09
49907,485252,2022-01-27
38212,376629,2022-03-20
37671,465716,2022-07-04
13375,803410,2022-02-15
7444,350856,2022-06-21
68402,480989,2022-06-07
83096,841904,2022-10-19
24799,76742,2022-10-03
99970,350414,2022-09-23
39587,859759,2022-08-12
33008,536151,2022-01-28
78948,958464,2022-12-18
85330,727432,2022-05-30
15615,553572,2022-07-22
51177,745344,2022-03-27
69019,664592,2022-06-26
303,3003,2022-02-26
97159,720029,2022-07-04
53882,788537,2022-12-21
15504,139430,2022-10-30
30429,9584,2022-05-27
53584,408419,2022-04-24
83642,165441,2022-10-02
48428,96988,2022-07-28
13764,530734,2022-04-07
23965,243382,2022-06-10
59429,533869,2022-12-24
72577,478415,2022-07-23
48382,74755,2022-03-13
29,672630,2022-09-24
72254,227659,2022-02-02
9875,106570,2022-01-23
39023,829921,2022-11-12
9591,751872,2022-05-08
33025,314078,2022-02-10
55483,771297,2022-06-12
73872,909673,2022-09-12
55381,689721,2022-05-26
94703,856510,2022-03-24
50809,540701,2022-03-28
50429,430331,2022-03-26
25598,119112,2022-04-18
22193,201936,2022-12-28
43928,278238,2022-01-23
48659,909049,2022-01-25
48332,504873,2022-09-19
73760,37783,2022-11-16
78397,925464,2022-05-27
66335,685303,2022-09-27
60981,568211,2022-01-16
67437,489631,2022-05-27
87856,285872,2022-10-22
52300,557854,2022-01-03
85788,776302,2022-11-07
20608,838723,2022-03-16
14223,633973,2022-07-19
24287,540493,2022-10-22
37559,671991,2022-09-20
85793,19786,2022-02-08
84724,346653,2022-12-28
60080,911661,2022-06-20
7239,168466,2022-03-11
67388,533591,2022-02-01
67602,814001,2022-02-02
1562,996872,2022-08-23
29590,485532,2022-11-23
85125,15092,2022-10-22
79818,834460,2022-03-04
84900,559094,2022-07-24
54627,884903,2022-09-06
36671,78926,2022-03-15
33940,430617,2022-09-01
25598,755865,2022-06-06
38168,38771,2022-04-15
45831,536930,2022-11-02
15566,25698,2022-11-13
39433,829834,2022-12-28
3187,158577,2022-11-06
29843,341275,2022-05-21
37848,942440,2022-02-17
99933,206359,2022-08-25
12640,209216,2022-03-21
60249,4838,2022-03-04
73569,156921,2022-02-09
350,99765,2022-06-29
14221,490439,2022-09-21
93596,489215,2022-12-18
40070,618386,2022-01-16
22682,811858,2022-07-28
83780,213469,2022-05-03
66675,85707,2022-06-08
59389,887727,2022-04-06
62770,524323,2022-07-24
48341,739932,2022-04-16
77729,169901,2022-05-10
70102,552539,2022-02-15
97073,913231,2022-11-03
93267,260757,2022-09-03
62752,842308,2022-10-21
46933,454907,2022-11-17
54858,837162,2022-02-20
14150,172932,2022-06-13
54854,681487,2022-06-06
12997,383662,2022-06-14
42064,134117,2022-11-21
31849,850481,2022-02-30
49366,956686,2022-09-23
32222,411818,2022-01-03
7202,373617,2022-06-01
31274,845269,2022-09-18
59309,125559,2022-04-19
47399,419829,2022-07-29
40508,252835,2022-02-25
44801,624110,2022-07-17
32595,569038,2022-04-03
42696,336088,2022-04-08
94533,903149,2022-10-05
85946,898295,2022-03-15
53111,841697,2022-02-03
91016,956414,2022-02-14
96012,482812,2022-05-16
43285,331550,2022-02-07
98101,173172,2022-02-19
21621,274191,2022-01-17
8138,644852,2022-09-25
90330,942385,2022-09-08
38162,866186,2022-11-16
10392,11572,2022-12-07
16636,108546,2022-03-24
99842,606689,2022-08-04
20093,807284,2022-12-30
43175,816695,2022-01-16
69515,360595,2022-02-15
1296,875331,2022-07-28
86233,53305,2022-09-22
62635,552808,2022-10-08
28129,242324,2022-03-04
53047,254630,2022-05-25
99930,881095,2022-05-17
46512,6071,2022-05-18
41541,495295,2022-11-29
76786,498978,2022-12-09
69840,517181,2022-05-02
88570,185475,2022-07-24
71992,465253,2022-02-10
17467,224754,2022-08-03
47457,847064,2022-11-05
47912,437557,2022-10-03
25500,923304,2022-06-15
36848,431642,2022-10-01
9771,968958,2022-04-07
69488,937370,2022-03-08
37089,361362,2022-04-04
72585,10637,2022-07-19
71856,427508,2022-02-15
90921,48356,2022-05-28
60694,983757,2022-06-16
69120,285372,2022-04-09
23773,427986,2022-02-10
4151,569120,2022-01-13
38564,993140,2022-08-25
25477,320601,2022-08-25
25444,593457,2022-12-29
23137,327911,2022-10-22
68390,198907,2022-03-28
74131,695418,2022-02-11
9714,385886,2022-08-16
40457,4518,2022-06-15
49528,881976,2022-08-13
78558,884249,2022-08-20
16102,525761,2022-03-07
77510,148530,2022-08-27
25856,330698,2022-06-30
40497,547434,2022-09-29
59699,957893,2022-07-09
80509,96587,2022-11-16
88334,702821,2022-03-08
20953,240687,2022-06-24
89036,610842,2022-09-20
7262,262265,2022-01-28
84146,784818,2022-01-11
71507,603011,2022-03-19
92638,584770,2022-09-28
44515,338733,2022-03-27
57294,569088,2022-03-23
8280,641263,2022-11-30
56529,537376,2022-06-22
3513,41970,2022-10-14
12566,790781,2022-03-16
71124,820871,2022-08-20
51554,775672,2022-08-06
13712,724063,2022-04-02
57497,95582,2022-05-08
14619,220470,2022-06-09
60962,830924,2022-05-19
94437,490647,2022-07-23
6789,179337,2022-02-29
65411,8871,2022-06-28
64346,440207,2022-09-19
77863,41713,2022-12-08
86753,575816,2022-01-19
16916,558715,2022-07-09
58125,433339,2022-09-04
57361,799185,2022-12-13
7244,356422,2022-01-28
24005,889391,2022-02-06
96321,922814,2022-11-18
12439,537407,2022-06-28
78443,209182,2022-09-23
36025,294242,2022-08-11
49453,531310,2022-12-13
98286,845281,2022-07-27
53568,952835,2022-10-06
59197,21512,2022-08-02
21089,108430,2022-04-29
69272,178302,2022-04-04
25264,718831,2022-07-08
60949,226452,2022-08-11
35125,572153,2022-11-01
72198,547057,2022-04-25
97861,819707,2022-04-08
42457,615249,2022-01-22
35126,366581,2022-04-08
19636,160929,2022-09-15
33537,241199,2022-02-30
7221,209267,2022-01-22
88351,486578,2022-10-20
44657,386674,2022-01-11
64733,205495,2022-06-26
36088,557045,2022-09-20
71832,147015,2022-05-20
86610,768562,2022-01-03
1530,219280,2022-02-22
49452,129651,2022-10-02
55437,845609,2022-05-20
73501,589804,2022-12-12
6874,272816,2022-04-13
99789,658665,2022-12-06
72139,677392,2022-10-20
91743,499025,2022-09-22
92689,187682,2022-08-23
23010,658279,2022-11-20
36530,399244,2022-07-24
5232,530945,2022-05-14
98044,112226,2022-01-21
88722,571108,2022-08-12
25721,600560,2022-08-09
33340,150265,2022-05-13
58789,716384,2022-02-07
86948,591975,2022-10-28
60151,635480,2022-10-10
38226,181332,2022-07-12
30295,355510,2022-08-01
62038,409014,2022-05-29
71197,395180,2022-02-16
32956,638730,2022-11-30
72101,415960,2022-10-17
12714,622455,2022-12-25
95140,459503,2022-05-27
82535,685738,2022-06-03
94818,725654,2022-01-15
17617,590248,2022-06-09
96112,621978,2022-11-12
70080,838659,2022-05-27
33010,148089,2022-11-23
22494,756544,2022-05-28
4136,444984,2022-01-01
68862,100683,2022-05-17
56405,239518,2022-11-25
62385,49674,2022-05-16
96439,777467,2022-04-02
2380,727013,2022-01-04
54560,242414,2022-02-14
24846,20078,2022-01-02
73683,71161,2022-07-23
51811,179310,2022-02-25
42927,69076,2022-05-28
13308,807773,2022-12-02
23896,416845,2022-05-14
69237,536326,2022-08-27
8790,878969,2022-05-06
37760,598001,2022-05-28
6365,970092,2022-03-10
98687,579013,2022-03-04
13936,647076,2022-11-09
39495,222394,2022-06-22
74362,777354,2022-03-18
8979,699636,2022-08-18
75317,567380,2022-09-03
77128,24092,2022-08-02
67001,641046,2022-03-04
40463,685027,2022-08-06
38422,36481,2022-08-20
49115,697786,2022-11-14
28839,429470,2022-08-11
44517,541609,2022-02-21
75181,384166,2022-07-23
27562,673429,2022-08-29
82563,8625,2022-05-04
89721,45841,2022-03-21
50650,534594,2022-11-14
20660,254668,2022-11-07
62976,30569,2022-10-19
